,train_img_path,train_anno_path
466,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_22_mask.tif
467,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_23_mask.tif
468,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_24_mask.tif
469,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_25_mask.tif
470,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_26_mask.tif
471,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_27_mask.tif
472,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_28_mask.tif
473,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_11.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_11_mask.tif
474,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_12_mask.tif
475,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_13_mask.tif
476,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_14_mask.tif
477,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_15_mask.tif
478,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_16_mask.tif
479,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_17_mask.tif
480,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_18_mask.tif
481,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_19_mask.tif
482,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_20_mask.tif
483,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_21_mask.tif
484,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_21_mask.tif
485,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_22_mask.tif
486,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_23_mask.tif
487,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_24_mask.tif
488,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_25_mask.tif
489,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_26_mask.tif
490,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_27_mask.tif
491,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_28_mask.tif
492,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_10.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_10_mask.tif
493,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_11.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_11_mask.tif
494,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_12_mask.tif
495,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_13_mask.tif
496,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_14_mask.tif
497,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_15_mask.tif
498,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_16_mask.tif
499,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_17_mask.tif
500,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_18_mask.tif
501,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_19_mask.tif
502,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_20_mask.tif
503,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_8.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_8_mask.tif
504,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_9.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_9_mask.tif
505,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_21_mask.tif
506,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_22_mask.tif
507,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_23_mask.tif
508,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_24_mask.tif
509,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_25_mask.tif
510,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_26_mask.tif
511,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_27_mask.tif
512,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_28_mask.tif
513,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_13_mask.tif
514,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_14_mask.tif
515,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_15_mask.tif
516,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_16_mask.tif
517,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_17_mask.tif
518,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_18_mask.tif
519,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_19_mask.tif
520,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_20_mask.tif
521,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_21_mask.tif
522,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_18_mask.tif
523,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_19_mask.tif
524,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_20_mask.tif
525,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_21_mask.tif
526,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_22_mask.tif
527,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_23_mask.tif
528,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_24_mask.tif
529,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_25_mask.tif
530,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_26_mask.tif
531,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_27_mask.tif
532,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_28_mask.tif
533,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_17_mask.tif
534,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_18_mask.tif
535,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_19_mask.tif
536,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_20_mask.tif
537,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_21_mask.tif
538,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_22_mask.tif
539,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_23_mask.tif
540,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_24_mask.tif
541,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_25_mask.tif
542,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_26_mask.tif
543,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_27_mask.tif
544,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_28_mask.tif
545,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_29_mask.tif
546,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_15_mask.tif
547,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_16_mask.tif
548,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_17_mask.tif
549,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_18_mask.tif
550,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_19_mask.tif
551,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_20_mask.tif
552,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_21_mask.tif
